表格名稱,欄位序號,欄位名稱,啟用最低需求版本,型別,PK,UQ,NN,FK,來源表格,預設值,欄位說明
nx07_salary_component,1,id,PRO,VARCHAR(15),True,False,True,False,,,[NX07]+[SLCP]+[7碼流水號]，EX : NX07SLCP0000001
nx07_salary_component,2,tenant_id,PRO,VARCHAR(15),False,False,True,True,nx99_tenant,,租戶 ID（外鍵）。
nx07_salary_component,3,code,PRO,VARCHAR(20),False,False,True,False,,,項目代碼，例：TRANSPORT/MEAL/ATTENDANCE_BONUS。
nx07_salary_component,4,name,PRO,VARCHAR(50),False,False,True,False,,,項目名稱，例：交通津貼/餐費補貼/全勤獎金。
nx07_salary_component,5,comp_type,PRO,VARCHAR(1),False,False,True,False,,A,項目類型（A=加項/D=減項）。加項=加薪，減項=扣薪。
nx07_salary_component,6,calc_method,PRO,VARCHAR(1),False,False,True,False,,F,計算方式（F=固定金額/R=比率/K=依KPI達成率）。
nx07_salary_component,7,default_value,PRO,"DECIMAL(10,2)",False,False,False,False,,0,預設金額或比率。
nx07_salary_component,8,kpi_template_id,PRO,VARCHAR(15),False,False,False,True,nx01_kpi_template,,關聯KPI指標ID（calc_method=K時填入，FK nx01_kpi_template）。
nx07_salary_component,9,is_system,PRO,BOOLEAN,False,False,True,False,,FALSE,是否系統預設項目（TRUE=不可刪除，例如底薪/加班費）。
nx07_salary_component,10,is_active,PRO,BOOLEAN,False,False,True,False,,TRUE,是否啟用。
nx07_salary_component,11,sort_no,PRO,INT,False,False,True,False,,0,排序用。
nx07_salary_component,12,created_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),建立時間。
nx07_salary_component,13,created_by,PRO,VARCHAR(15),False,False,True,True,nx01_user,,建立人（必填；系統操作帶入使用者 ID；DB 匯入填系統管理員 ID）
nx07_salary_component,14,updated_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),更新時間。
nx07_salary_component,15,updated_by,PRO,VARCHAR(15),False,False,True,True,nx01_user,,更新人（必填；系統操作帶入使用者 ID；DB 匯入填系統管理員 ID）
nx07_salary_record,1,id,PRO,VARCHAR(15),True,False,True,False,,,[NX07]+[SLRC]+[7碼流水號]，EX : NX07SLRC0000001
nx07_salary_record,2,tenant_id,PRO,VARCHAR(15),False,False,True,True,nx99_tenant,,租戶 ID（外鍵）。
nx07_salary_record,3,user_id,PRO,VARCHAR(15),False,False,True,True,nx01_user,,員工ID（FK nx01_user）。
nx07_salary_record,4,year_month,PRO,VARCHAR(7),False,False,True,False,,,薪資年月（格式：YYYY-MM）。
nx07_salary_record,5,base_salary,PRO,"DECIMAL(10,2)",False,False,True,False,,0,底薪快照。
nx07_salary_record,6,work_days,PRO,INT,False,False,True,False,,0,實際工作天數。
nx07_salary_record,7,work_hours,PRO,"DECIMAL(6,2)",False,False,True,False,,0,實際工作時數（兼職計薪用）。
nx07_salary_record,8,ot_hours_wd,PRO,"DECIMAL(5,2)",False,False,True,False,,0,平日加班時數。
nx07_salary_record,9,ot_hours_holiday,PRO,"DECIMAL(5,2)",False,False,True,False,,0,假日加班時數。
nx07_salary_record,10,ot_pay,PRO,"DECIMAL(10,2)",False,False,True,False,,0,加班費（系統自動計算）。
nx07_salary_record,11,gross_salary,PRO,"DECIMAL(10,2)",False,False,True,False,,0,應發薪資合計（底薪+加班費+各加項）。
nx07_salary_record,12,deduction_total,PRO,"DECIMAL(10,2)",False,False,True,False,,0,扣項合計（勞健保/所得稅/各減項）。
nx07_salary_record,13,net_salary,PRO,"DECIMAL(10,2)",False,False,True,False,,0,實發薪資（gross_salary - deduction_total）。
nx07_salary_record,14,status,PRO,VARCHAR(1),False,False,True,False,,D,狀態（D=草稿/C=已確認/P=已發放）。
nx07_salary_record,15,confirmed_at,PRO,TIMESTAMP,False,False,False,False,,,確認時間。
nx07_salary_record,16,confirmed_by,PRO,VARCHAR(15),False,False,False,False,,,確認人（使用者ID）。
nx07_salary_record,17,paid_at,PRO,TIMESTAMP,False,False,False,False,,,發放時間。
nx07_salary_record,18,remark,PRO,VARCHAR(200),False,False,False,False,,,備註。
nx07_salary_record,19,created_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),建立時間。
nx07_salary_record,20,updated_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),更新時間。
nx07_salary_record_item,1,id,PRO,VARCHAR(15),True,False,True,False,,,[NX07]+[SLRI]+[7碼流水號]，EX : NX07SLRI0000001
nx07_salary_record_item,2,salary_record_id,PRO,VARCHAR(15),False,False,True,True,nx07_salary_record,,對應薪資記錄ID（FK nx07_salary_record）。
nx07_salary_record_item,3,component_id,PRO,VARCHAR(15),False,False,True,True,nx07_salary_component,,薪資組成項目ID（FK nx07_salary_component）。
nx07_salary_record_item,4,amount,PRO,"DECIMAL(10,2)",False,False,True,False,,0,金額（正數=加項/負數=減項）。
nx07_salary_record_item,5,calc_basis,PRO,VARCHAR(200),False,False,False,False,,,計算依據說明，例：KPI達成率85%×5000=4250。
nx07_salary_record_item,6,created_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),建立時間。
nx07_ip_whitelist,1,id,PRO,VARCHAR(15),True,False,True,False,,,[NX07]+[IPWL]+[7碼流水號]，EX : NX07IPWL0000001
nx07_ip_whitelist,2,tenant_id,PRO,VARCHAR(15),False,False,True,True,nx99_tenant,,租戶 ID（外鍵）。
nx07_ip_whitelist,3,warehouse_id,PRO,VARCHAR(15),False,False,False,True,nx01_warehouse,,對應倉庫ID（FK nx01_warehouse）。
nx07_ip_whitelist,4,ip_address,PRO,VARCHAR(45),False,False,True,False,,,IP 位址或 CIDR 範圍，例：192.168.1.0/24。
nx07_ip_whitelist,5,name,PRO,VARCHAR(50),False,False,True,False,,,名稱說明，例：Z01台北倉固定IP。
nx07_ip_whitelist,6,is_active,PRO,BOOLEAN,False,False,True,False,,TRUE,是否啟用。
nx07_ip_whitelist,7,created_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),建立時間。
nx07_ip_whitelist,8,created_by,PRO,VARCHAR(15),False,False,True,True,nx01_user,,建立人（必填；系統操作帶入使用者 ID；DB 匯入填系統管理員 ID）
nx07_ip_whitelist,9,updated_at,PRO,TIMESTAMP,False,False,True,False,,NOW(),更新時間。
nx07_ip_whitelist,10,updated_by,PRO,VARCHAR(15),False,False,True,True,nx01_user,,更新人（必填；系統操作帶入使用者 ID；DB 匯入填系統管理員 ID）
